nomopera;ndias;v_codigbus;v_edad;ndias_ant;ndias_ant_area;ndias_ant_tipo;capacidad;marca;modelo;potencia;tipo;subtipo
Cambiar/limpiar filtros;4;T229;14;15;15;297;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Fuga aceite motor;2;U238;35;11;31;811;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Toldo turisticos;2;U292;6;17;27;391;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Cambiar/limpiar filtros;2;H114;3;97;124;304;71;MAN;i6 15.37;353;Discrecional;Normal
Cambiar turbina/motor condensadora;2;H114;3;97;124;172;71;MAN;i6 15.37;353;Discrecional;Normal
Radiador;3;U292;6;1;1;368;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Condesadora a.a;3;U292;6;1;1;2313;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Carga de gas;3;U292;6;1;1;2313;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Baterias;2;A107;15;12;5506;531;5;MERCEDES BENZ;SIN ASIGNAR;;TURISMO;
Manguito/s admision;2;T227;14;3;4;60;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Extintores;2;T227;14;3;4;5183;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Frenos 2º eje;2;X114;9;18;21;523;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Frenos 3º eje;2;X114;9;18;21;735;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Correas;2;B117;16;3;7;97;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Poleas motor;2;B117;16;3;7;5695;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Porton/es maletero;2;T300;4;5;5;543;55;VOLVO;SC7;315;Discrecional;Normal
Fuga refrigerante;2;J269;11;5;5;7;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Nodriza;2;J269;11;5;5;4127;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Correas;2;J269;11;5;5;241;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Fuga refrigerante;4;B135;11;9;9;54;55;MAN;DIVO II;338;Discrecional;Normal
Fallo en EDC;9;R061;11;8;72;474;9;MERCEDES BENZ;VITO 115 CDI;;TURISMO;
Correas;9;R061;11;8;8;3857;9;MERCEDES BENZ;VITO 115 CDI;;TURISMO;
Motor;9;R061;11;8;72;3857;9;MERCEDES BENZ;VITO 115 CDI;;TURISMO;
Intercooler;9;R061;11;8;72;3857;9;MERCEDES BENZ;VITO 115 CDI;;TURISMO;
Compresor a.a;9;R061;11;8;72;101;9;MERCEDES BENZ;VITO 115 CDI;;TURISMO;
Fuga gasoil;2;H124;0;69;85;85;59;DAF;i6 13.37;320;Discrecional;Normal
Parada solicitada;2;H100;8;11;11;11;52;MAN;CITTOUR;228;Urbano;Normal
Timoneria cambio;2;J288;10;1;1;627;35;MAN;DEXON;162;Discrecional;Midibus
Cambio filtro aire;2;J288;10;1;1;347;35;MAN;DEXON;162;Discrecional;Midibus
Instalaciones electricas;2;T526;14;7;18;1821;5;MERCEDES BENZ;SIN ASIGNAR;;TURISMO;
Deposito de gasoil;2;T276;8;1;6;2994;35;MAN;OPALIN;176;Discrecional;Midibus
Fuga de aire;2;H086;11;29;27;120;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuelle 1º eje derecho;2;H086;11;29;27;2435;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuelle2º eje izquierdo delantero;2;H086;11;29;27;966;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Frenos 1º eje;2;T259;9;7;14;468;55;SCANIA;TITANIUM;279;Discrecional;Normal
Instalaciones electricas;2;B152;16;8;55;105;54;MERCEDES BENZ;Pb;310;Discrecional;Normal
Parasol;4;X111;12;5;20;4464;51;MAN;PLATINUM;265;Discrecional;Normal
Cambiar/limpiar filtros;4;X111;12;5;20;49;51;MAN;PLATINUM;265;Discrecional;Normal
Valvulas a.a;4;X111;12;5;20;352;51;MAN;PLATINUM;265;Discrecional;Normal
Compresor a.a;4;X111;12;5;20;352;51;MAN;PLATINUM;265;Discrecional;Normal
Regular suspension;2;B133;10;1;9;217;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Fuga de aire;2;J266;13;5;5;8;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Fuga refrigerante;2;U208;34;2;6;6;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fallo en retarde/intarde;6;H111;9;23;23;121;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Temperatura motor;6;H111;9;23;119;3423;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Radiador;6;H111;9;23;119;3423;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Intercooler;6;H111;9;23;119;3423;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Buje 1º eje izquierdo;2;B160;15;26;26;5381;22;IVECO;MAGO 2;164;Discrecional;Microbus
Buje 1º eje derecho;2;B160;15;26;26;5381;22;IVECO;MAGO 2;164;Discrecional;Microbus
Instalaciones electricas;2;B155;12;5;13;391;55;MERCEDES BENZ;DCR;310;Discrecional;Normal
Fallo en EDC;2;B155;12;5;13;4467;55;MERCEDES BENZ;DCR;310;Discrecional;Normal
Cambiar/limpiar filtros;3;C092;8;51;51;1128;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Frenos 1º eje;2;E651;0;9;9;100;5;FORD;MONDEO BA7;;TURISMO;
Cambiar/limpiar filtros;1;C101;11;7;7;7;55;MAN;LION'S TOP COACH;338;Discrecional;Normal
Fuelles1º eje;4;C095;13;12;12;4892;59;MAN;TOURING II;335;Discrecional;Normal
Porton/es maletero;2;C084;13;6;43;4891;54;MAN;TOURING II;338;Discrecional;Normal
Fuga de aire;2;C084;13;6;43;364;54;MAN;TOURING II;338;Discrecional;Normal
Reaprete de culatas;2;C101;11;10;10;3954;55;MAN;LION'S TOP COACH;338;Discrecional;Normal
Instalaciones electricas;2;I710;4;31;44;150;59;SCANIA;TOURING;294;Discrecional;Normal
Caja cambios;2;U304;15;2;8;481;77;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Volante motor;2;J289;10;7;7;3530;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Carga de gas;2;U274;9;9;9;1784;80;MAN;LION'S CITY;199;Urbano;Doble Piso
Ventilador;2;J288;10;2;8;3713;35;MAN;DEXON;162;Discrecional;Midibus
Fuga de aire;2;H110;10;8;8;827;66;SCANIA;HABIT;169;Urbano;Midibus
Fuelle 1º eje derecho;2;H110;10;8;8;3797;66;SCANIA;HABIT;169;Urbano;Midibus
Fuelles 2º eje;2;H110;10;8;8;3797;66;SCANIA;HABIT;169;Urbano;Midibus
Regular suspension;2;H109;10;10;10;3797;66;SCANIA;HABIT;169;Urbano;Midibus
Correas;2;J269;11;3;3;3;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Paragolpes delantero;5;H107;7;64;64;2492;8;MERCEDES BENZ;CORVIS;120;Discrecional;Microbus
Frenos 1º eje;2;H101;7;7;24;657;24;MAN;CELERIS;257;Discrecional;Normal
Frenos 2º eje;2;H101;7;7;24;386;24;MAN;CELERIS;257;Discrecional;Normal
Limpiaparabrisas;2;H101;7;7;24;146;24;MAN;CELERIS;257;Discrecional;Normal
Alternador;2;B152;16;2;10;16;54;MERCEDES BENZ;Pb;310;Discrecional;Normal
Frenos 2º eje;2;H102;7;75;75;127;24;MAN;CELERIS;257;Discrecional;Normal
Porton/es maletero;2;B168;0;6;87;87;55;DAF;i6 13.37;320;Discrecional;Normal
Instalaciones electricas;4;A109;9;11;11;29;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Cuadro;4;A109;9;11;11;359;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Instalaciones electricas;4;U304;15;2;2;43;77;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fallo en retarde/intarde;4;B145;8;11;11;11;55;MAN;CELERIS;257;Discrecional;Normal
Cambiar/limpiar filtros;4;C095;13;5;5;52;59;MAN;TOURING II;335;Discrecional;Normal
Compresor a.a;4;C095;13;5;5;256;59;MAN;TOURING II;335;Discrecional;Normal
Bujes 1º eje;4;C095;13;5;5;4902;59;MAN;TOURING II;335;Discrecional;Normal
Frenos 1º eje;4;H102;7;1;2;444;24;MAN;CELERIS;257;Discrecional;Normal
Arranque;4;T276;8;4;4;169;35;MAN;OPALIN;176;Discrecional;Midibus
Motor;5;H086;11;4;4;4186;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Correas;4;D113;9;9;9;295;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Tensores correas;4;D113;9;9;9;423;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Alineado de direccion;4;E641;1;9;9;534;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Regular suspension;3;U255;10;9;9;286;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Potencia motor;4;H102;7;1;81;2696;24;MAN;CELERIS;257;Discrecional;Normal
Frenos 1º eje;3;T272;9;15;15;1473;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Frenos 2º eje;3;T272;9;15;15;390;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Frenos 3º eje;3;T272;9;15;15;390;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Ventilador;2;U198;34;3;3;280;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Carga de gas;2;U255;10;2;2;1950;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Potencia motor;3;D299;9;11;11;3322;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Fuga refrigerante;2;U304;15;3;3;123;77;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Porton/es maletero;2;T229;14;4;5092;24;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Compresor a.a;3;B116;14;13;21;307;54;MAN;TOURING;301;Discrecional;Normal
Fallo en retarde/intarde;3;B116;14;13;21;53;54;MAN;TOURING;301;Discrecional;Normal
Cambiar/limpiar filtros;2;H088;11;19;19;96;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Potencia motor;3;T297;9;5;5;49;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Baterias;3;T297;9;5;5;1327;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Instalaciones electricas;2;H107;7;5;104;1608;8;MERCEDES BENZ;CORVIS;120;Discrecional;Microbus
Fallo en EDC;2;X115;12;1;38;38;9;IVECO;WING;122;Discrecional;Microbus
Caja cambios;2;H087;11;15;15;446;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Kit embrague;4;S083;2;125;125;867;71;MAN;i6 15.37;353;Discrecional;Normal
Cambiar/limpiar filtros;2;U284;7;7;27;804;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Motor evaporacion;2;U284;7;7;7;2645;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Plataforma elevadora;28;T251;10;11;11;38;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Cambiar turbina/motor condensadora;2;B129;11;12;12;12;55;MAN;DIVO II;338;Discrecional;Normal
Fuga de aire;2;B152;16;5;5;35;54;MERCEDES BENZ;Pb;310;Discrecional;Normal
Frenos 2º eje;2;I707;11;11;15;631;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambio filtro gasoil;1;C095;13;6;6;4898;59;MAN;TOURING II;335;Discrecional;Normal
Fuga aceite hidroventilador;12;I708;7;52;52;116;59;SCANIA;TOURING III;294;Discrecional;Normal
Cambiar/limpiar filtros;12;I708;7;52;59;372;59;SCANIA;TOURING III;294;Discrecional;Normal
Cambiar turbina/motor condensadora;12;I708;7;52;59;583;59;SCANIA;TOURING III;294;Discrecional;Normal
Cambiar/limpiar filtros;2;B146;11;37;37;365;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Valvula disparo-secador;3;D325;13;7;16;4914;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Instalaciones electricas;2;H100;8;8;8;48;52;MAN;CITTOUR;228;Urbano;Normal
Parada solicitada;2;H100;8;8;8;8;52;MAN;CITTOUR;228;Urbano;Normal
Baterias;2;J289;10;1;1;974;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Caja cambios;2;C086;12;21;21;21;54;MAN;Pb;338;Discrecional;Normal
Limpiaparabrisas;2;T251;10;1;1;476;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Alternador;2;T251;10;1;1;3801;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Tirantes/silembrocs 2º eje;2;T241;12;1;19;4328;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Actuador freno;2;T241;12;1;19;2191;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Manguito/s motor;2;H109;10;7;7;1560;66;SCANIA;HABIT;169;Urbano;Midibus
Toldo turisticos;2;U274;9;3;7;19;80;MAN;LION'S CITY;199;Urbano;Doble Piso
Limpiar motor;2;T301;4;1;114;1556;55;VOLVO;SC7;315;Discrecional;Normal
Cambiar/limpiar filtros;2;T301;4;1;114;36;55;VOLVO;SC7;315;Discrecional;Normal
Potencia motor;2;J264;14;13;13;149;40;IVECO;DCR;317;Discrecional;Normal
Radiador;2;T286;8;22;22;2813;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Intercooler;2;T286;8;22;22;2813;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Valvulas aire;2;J266;13;6;6;17;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Porton/es maletero;2;B119;14;8;8;24;54;SCANIA;Pb;309;Discrecional;Normal
Cambiar turbina/motor condensadora;2;T259;9;9;9;155;55;SCANIA;TITANIUM;279;Discrecional;Normal
Frenos 1º eje;2;E652;0;16;16;108;5;FORD;MONDEO BA7;;TURISMO;
Cambiar/limpiar filtros;3;T526;14;9;9;1846;5;MERCEDES BENZ;SIN ASIGNAR;;TURISMO;
Motor;26;C094;9;56;56;3431;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Regular suspension;2;I707;11;2;13;3881;55;SCANIA;CENTURY;280;Discrecional;Normal
Alternador auxiliar;2;I707;11;2;13;1275;55;SCANIA;CENTURY;280;Discrecional;Normal
Cartel escolar;26;T251;10;13;13;489;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Frenos 1º eje;26;T251;10;13;13;123;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Limpiar motor;2;B133;10;7;7;696;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Fallo en EDC;2;H102;7;6;6;2702;24;MAN;CELERIS;257;Discrecional;Normal
Ruido al girar;2;X111;12;9;9;492;51;MAN;PLATINUM;265;Discrecional;Normal
Culata del compresor del motor;2;B152;16;1;1;5831;54;MERCEDES BENZ;Pb;310;Discrecional;Normal
Compresor a.a;2;T222;15;3;3;115;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Tensores correas;1;C101;11;16;76;192;55;MAN;LION'S TOP COACH;338;Discrecional;Normal
Cartel escolar;1;A109;9;3;3;1248;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Fallo en retarde/intarde;1;B116;14;4;4;4;54;MAN;TOURING;301;Discrecional;Normal
Fuga de aire;1;B119;14;1;1;42;54;SCANIA;Pb;309;Discrecional;Normal
Manguito/s admision;1;T276;8;7;7;2414;35;MAN;OPALIN;176;Discrecional;Midibus
Deposito de gasoil;1;B168;0;8;22;95;55;DAF;i6 13.37;320;Discrecional;Normal
Manguito/s admision;1;J266;13;1;1;2816;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Caja cambios;27;H103;11;53;53;4178;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Desconectador de baterias;1;D325;13;2;2;4916;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Fuga de aire;1;T227;14;2;2;294;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Baterias;2;T300;4;35;140;762;55;VOLVO;SC7;315;Discrecional;Normal
Correas;2;J289;10;25;25;455;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Puerta chofer;2;J289;10;25;25;406;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Baterias;2;B150;5;39;75;493;20;CAR-BUS.NET;CORVI S;;MICROBUS 14-35 PAX;Micro 19 pax
Limpiar motor;2;B116;14;24;40;721;54;MAN;TOURING;301;Discrecional;Normal
Paragolpes trasero;30;U317;18;52;52;103;60;MAN;18.420 HOCL;;NORMAL;
Radiador;30;U317;18;52;52;147;60;MAN;18.420 HOCL;;NORMAL;
Intercooler;30;U317;18;52;52;147;60;MAN;18.420 HOCL;;NORMAL;
Ventilador;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Nodriza;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Manguito/s motor;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Manguito/s calefaccion;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Cambio filtro aire;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Rotular trasera;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Rotular lateral izquierdo;30;U317;18;52;52;6545;60;MAN;18.420 HOCL;;NORMAL;
Limpiar motor;2;H088;11;25;28;4060;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Claxon;2;U238;35;28;28;1887;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Limpiaparabrisas;2;C094;9;25;25;3456;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Frenos 2º eje;2;C094;9;25;25;262;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Frenos 1º eje;2;C094;9;25;25;494;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Deposito de gasoil;22;H124;0;23;23;98;59;DAF;i6 13.37;320;Discrecional;Normal
Valvulas aire;1;C098;10;13;13;3568;55;IVECO;TOURING III;316;Discrecional;Normal
Valvulas aire;1;C101;11;7;24;3961;55;MAN;LION'S TOP COACH;338;Discrecional;Normal
Valvula disparo-secador;1;C101;11;7;24;3961;55;MAN;LION'S TOP COACH;338;Discrecional;Normal
Enfriador motor;8;C084;13;20;20;4908;54;MAN;TOURING II;338;Discrecional;Normal
Valvulas aire;8;C084;13;20;20;63;54;MAN;TOURING II;338;Discrecional;Normal
Cambiar/limpiar filtros;1;C098;10;8;37;37;55;IVECO;TOURING III;316;Discrecional;Normal
Correas;3;I711;20;36;50;130;13;FORD;TRANSIT;;MICROBUS 14-35 PAX;Micro 14 pax 
Soporte alternador;3;I711;20;36;50;402;13;FORD;TRANSIT;;MICROBUS 14-35 PAX;Micro 14 pax 
Fuga refrigerante;3;U208;34;1;1;32;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Compresor del motor;3;U303;11;46;46;1315;60;SAÑE;MNT3VSN;;TREN TURISTICO;Tren Turistico
Caja cambios;15;D113;9;28;28;679;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Cambio valvulina caja cambios;15;D113;9;28;28;1137;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Ventilador;2;U205;32;39;47;64;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Arranque;2;U205;32;39;47;425;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Instalaciones electricas;2;U284;7;28;28;2673;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Limpiaparabrisas;2;H092;10;48;48;84;89;VOLVO;ASTRAL;213;Urbano;Normal
Alternador;2;H092;10;48;48;292;89;VOLVO;ASTRAL;213;Urbano;Normal
Timoneria direccion;2;U198;34;12;29;1051;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Nodriza;2;H101;7;33;76;1128;24;MAN;CELERIS;257;Discrecional;Normal
Correas;2;B148;6;42;42;319;83;MAN;AREA;206;Urbano;Normal
Tensores correas;2;B148;6;42;42;319;83;MAN;AREA;206;Urbano;Normal
Rueda trasera derecha exterior usada;1;H100;8;2;21;293;52;MAN;CITTOUR;228;Urbano;Normal
Rueda trasera izquierda exterior usada;1;H099;8;7;26;47;52;MAN;CITTOUR;228;Urbano;Normal
Toldo turisticos;2;U255;10;26;26;198;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Claxon;2;U238;35;2;2;2;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Rueda trasera izquierda exterior usada;1;B130;11;28;28;220;55;SCANIA;CENTURY;280;Discrecional;Normal
Fallo en ABS/EBS;2;H086;11;34;36;329;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Rueda trasera izquierda exterior usada;1;T259;9;17;18;3496;55;SCANIA;TITANIUM;279;Discrecional;Normal
Rueda cervi derecha usada;2;T272;9;21;30;3456;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Cambiar/limpiar filtros;2;H099;8;2;30;446;52;MAN;CITTOUR;228;Urbano;Normal
Cambiar turbina/motor condensadora;2;H099;8;2;30;1520;52;MAN;CITTOUR;228;Urbano;Normal
Fallo en ECAS;16;T530;13;9;195;4927;;AUDI;A8 4.2;;TURISMO;
Amortiguador 1º eje derecho;16;T530;13;9;195;4927;;AUDI;A8 4.2;;TURISMO;
Alineado de direccion;1;C102;1;24;62;424;55;SCANIA;i6 13.37;331;Discrecional;Normal
Alineado de direccion;1;C084;13;37;44;4885;54;MAN;TOURING II;338;Discrecional;Normal
Cambiar/limpiar filtros;2;H110;10;30;30;78;66;SCANIA;HABIT;169;Urbano;Midibus
Fallo en EDC;2;D112;9;36;36;211;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Cambiar/limpiar filtros;2;H086;11;1;1;54;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuga de aire;2;B132;10;43;44;199;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Fuga de aire;2;H100;8;27;29;253;52;MAN;CITTOUR;228;Urbano;Normal
Fuga refrigerante;2;H101;7;2;2;1070;24;MAN;CELERIS;257;Discrecional;Normal
Alternador;2;H085;12;14;93;218;54;SCANIA;Pb;309;Discrecional;Normal
Reparar motor;1;D101;25;75;9036;9036;34;FORD;;0;Urbano;Turístico
Compresor del motor;2;U303;11;5;5;5;60;SAÑE;MNT3VSN;;TREN TURISTICO;Tren Turistico
Fuga refrigerante;4;H076;16;46;108;558;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Rueda trasera derecha exterior usada;4;H076;16;46;108;220;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Fuga aceite motor;4;D113;9;15;15;1433;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Fuga aceite motor;4;I711;20;5;5;547;13;FORD;TRANSIT;;MICROBUS 14-35 PAX;Micro 14 pax 
Fallo adblue;5;G080;1;64;64;429;55;MAN;i6 13.38;324;Discrecional;Normal
Desconectador de baterias;3;D101;25;5;80;610;34;FORD;;0;Urbano;Turístico
Fuga refrigerante;3;H088;11;4;8;925;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Molduras;3;B156;3;5;5;299;71;MAN;i6 15.37;353;Discrecional;Normal
Timoneria cambio;3;T227;14;32;32;916;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Plataforma elevadora;3;B148;6;7;7;393;83;MAN;AREA;206;Urbano;Normal
Alineado de direccion;3;X118;1;90;99;203;39;CUMMINS;C10;226;Discrecional;Midibus
Timoneria direccion;3;T276;8;6;6;3035;35;MAN;OPALIN;176;Discrecional;Midibus
Carga de gas;3;T276;8;6;6;3035;35;MAN;OPALIN;176;Discrecional;Midibus
Motor evaporacion;3;H109;10;4;33;3836;66;SCANIA;HABIT;169;Urbano;Midibus
Purgar circuito frenos;3;B133;10;8;8;3843;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;3;J289;10;8;8;55;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Bomba inyectora;11;B116;14;12;36;5246;54;MAN;TOURING;301;Discrecional;Normal
Toldo turisticos;2;U292;6;34;34;44;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Baterias;2;D299;9;37;37;709;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Motor evaporacion;2;H087;11;36;36;4095;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Cambiar/limpiar filtros;2;H087;11;36;36;306;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Frenos 1º eje;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Frenos 2º eje;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Cambiar/limpiar filtros;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Carga de gas;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Rotular vehiculo completo;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Compresor a.a;3;B169;16;5871;5871;5871;30;IVECO/FIAT;MAGO 2;130;Discrecional;Microbus
Fuga de aire;2;U284;7;8;8;110;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Tensores correas;2;T276;8;2;2;149;35;MAN;OPALIN;176;Discrecional;Midibus
Amortiguadores de direccion;2;T276;8;2;2;1287;35;MAN;OPALIN;176;Discrecional;Midibus
Motor;5;D325;13;33;33;79;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Alternador;5;D325;13;33;33;4947;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Cambiar/limpiar filtros;2;B119;14;21;21;75;54;SCANIA;Pb;309;Discrecional;Normal
Culata del compresor del motor;2;H088;11;3;3;939;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Compresor a.a;6;X118;1;4;4;343;39;CUMMINS;C10;226;Discrecional;Midibus
Cambiar/limpiar filtros;2;C084;13;34;34;409;54;MAN;TOURING II;338;Discrecional;Normal
Compresor a.a;2;C084;13;34;34;204;54;MAN;TOURING II;338;Discrecional;Normal
Frenos 2º eje;2;H092;10;6;6;657;89;VOLVO;ASTRAL;213;Urbano;Normal
Ventilador;5;U208;34;12;12;67;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Cambiar/limpiar filtros;2;H121;1;98;98;462;55;SCANIA;i6 13.37;331;Discrecional;Normal
Reparar pinchazo;2;E642;1;48;212;575;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Correas;2;B152;16;29;35;463;54;MERCEDES BENZ;Pb;310;Discrecional;Normal
Paragolpes trasero;3;S086;6;44;2254;2254;59;DAF;i6;340;Discrecional;Normal
Rueda repuesto;4;B166;1;47;123;346;39;CUMMINS;C10;226;Discrecional;Midibus
Correas;4;T276;8;3;3;99;35;MAN;OPALIN;176;Discrecional;Midibus
Rueda trasera izquierda exterior usada;4;I707;11;15;12;548;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;4;X116;10;56;85;88;23;IVECO;TOURING III;331;Discrecional;Normal
